video_id,duration,fps,resolution,num_frames
P01_01,1652.152817,59.9400599400599,1920x1080,99135
P01_02,502.134967,59.9400599400599,1920x1080,30134
P01_03,118.852067,59.9400599400599,1920x1080,7137
P01_04,105.238467,59.9400599400599,1920x1080,6320
P01_05,1271.988033,59.9400599400599,1920x1080,76325
P01_06,492.225067,59.9400599400599,1920x1080,29540
P01_07,161.394567,59.9400599400599,1920x1080,9690
P01_08,98.965533,59.9400599400599,1920x1080,5944
P01_09,3571.06815,59.9400599400599,1920x1080,214270
P01_10,139.0389,59.9400599400599,1920x1080,8348
P01_11,561.527633,59.9400599400599,1920x1080,33698
P01_12,173.806967,59.9400599400599,1920x1080,10434
P01_13,93.760333,59.9400599400599,1920x1080,5632
P01_14,1352.585217,59.9400599400599,1920x1080,81161
P01_15,924.957367,59.9400599400599,1920x1080,55503
P01_16,174.62445,59.9400599400599,1920x1080,10483
P01_17,1153.119283,59.9400599400599,1920x1080,69193
P01_18,3692.672967,59.9400599400599,1920x1080,221566
P01_19,477.9775,59.9400599400599,1920x1080,28685
P01_101,1831.46,50.0,1920x1080,91577
P01_102,274.92,50.0,1920x1080,13750
P01_103,178.02,50.0,1920x1080,8905
P01_104,245.64,50.0,1920x1080,12286
P01_105,2120.36,50.0,1920x1080,106022
P01_106,723.38,50.0,1920x1080,36173
P01_107,119.44,50.0,1920x1080,5976
P01_108,139.9,50.0,1920x1080,6999
P01_109,3708.04,50.0,1920x1080,185406
P02_01,232.98275,59.9400599400599,1920x1080,13985
P02_02,207.040167,59.9400599400599,1920x1080,12426
P02_03,1252.184917,59.9400599400599,1920x1080,75137
P02_04,422.388633,59.9400599400599,1920x1080,25349
P02_05,18.551867,59.9400599400599,1920x1080,1119
P02_06,1035.551183,59.9400599400599,1920x1080,62139
P02_07,108.575133,59.9400599400599,1920x1080,6521
P02_08,66.9669,59.9400599400599,1920x1080,4024
P02_09,2199.849967,59.9400599400599,1920x1080,131997
P02_10,48.7487,59.9400599400599,1920x1080,2931
P02_11,54.08736700000001,59.9400599400599,1920x1080,3251
P02_12,1315.333,59.9400599400599,1920x1080,78926
P02_13,29.512817,59.9400599400599,1920x1080,1777
P02_14,32.198833,59.9400599400599,1920x1080,1938
P02_15,94.027267,59.9400599400599,1920x1080,5648
P02_101,243.72,50.0,1920x1080,12190
P02_102,227.08,50.0,1920x1080,11358
P02_103,122.16,50.0,1920x1080,6112
P02_104,567.18,50.0,1920x1080,28363
P02_105,410.38,50.0,1920x1080,20523
P02_106,64.34,50.0,1920x1080,3221
P02_107,121.46,50.0,1920x1080,6077
P02_108,1291.64,50.0,1920x1080,64586
P02_109,912.58,50.0,1920x1080,45633
P02_110,179.24,50.0,1920x1080,8966
P02_111,52.58,50.0,1920x1080,2633
P02_112,1182.62,50.0,1920x1080,59135
P02_113,448.7,50.0,1920x1080,22439
P02_114,35.7,50.0,1920x1080,1789
P02_115,106.5,50.0,1920x1080,5329
P02_116,68.38,50.0,1920x1080,3423
P02_117,348.38,50.0,1920x1080,17423
P02_118,776.46,50.0,1920x1080,38827
P02_119,91.98,50.0,1920x1080,4603
P02_120,738.42,50.0,1920x1080,36925
P02_121,393.12,50.0,1920x1080,19660
P02_122,767.3,50.0,1920x1080,38369
P02_123,1398.34,50.0,1920x1080,69921
P02_124,231.84,50.0,1920x1080,11596
P02_125,656.44,50.0,1920x1080,32826
P02_126,148.72,50.0,1920x1080,7440
P02_127,26.34,50.0,1920x1080,1321
P02_128,135.24,50.0,1920x1080,6766
P02_129,1113.34,50.0,1920x1080,55671
P02_130,1083.46,50.0,1920x1080,54177
P02_131,674.9,50.0,1920x1080,33749
P02_132,227.08,50.0,1920x1080,11358
P02_133,80.44,50.0,1920x1080,4026
P02_134,26.92,50.0,1920x1080,1350
P02_135,261.18,50.0,1920x1080,13063
P02_136,391.86,50.0,1920x1080,19597
P02_137,1166.42,50.0,1920x1080,58325
P03_02,426.609517,59.9400599400599,1920x1080,25603
P03_03,70.987583,59.9400599400599,1920x1080,4265
P03_04,1670.754733,59.9400599400599,1920x1080,100251
P03_05,224.3241,59.9400599400599,1920x1080,13465
P03_06,109.125683,59.9400599400599,1920x1080,6554
P03_07,107.2071,59.9400599400599,1920x1080,6438
P03_08,29.4294,59.9400599400599,1920x1080,1772
P03_09,626.042083,59.9400599400599,1920x1080,37569
P03_10,102.769333,59.9400599400599,1920x1080,6172
P03_11,52.635917000000006,59.9400599400599,1920x1080,3164
P03_12,21.57155,59.9400599400599,1920x1080,1300
P03_13,55.97258299999999,59.9400599400599,1920x1080,3364
P03_14,260.076483,59.9400599400599,1920x1080,15611
P03_15,10.477133,59.9400599400599,1920x1080,635
P03_16,271.688083,59.9400599400599,1920x1080,16307
P03_17,148.8487,59.9400599400599,1920x1080,8937
P03_18,24.2242,59.9400599400599,1920x1080,1459
P03_19,550.3498,59.9400599400599,1920x1080,33027
P03_20,360.61025,59.9400599400599,1920x1080,21643
P03_21,31.898533,59.9400599400599,1920x1080,1920
P03_22,61.34461700000001,59.9400599400599,1920x1080,3687
P03_23,509.642467,59.9400599400599,1920x1080,30585
P03_24,821.787633,59.9400599400599,1920x1080,49313
P03_25,37.18715,59.9400599400599,1920x1080,2237
P03_26,11.127783,59.9400599400599,1920x1080,674
P03_27,97.14705,59.9400599400599,1920x1080,5835
P03_28,85.53545,59.9400599400599,1920x1080,5138
P03_101,852.96,50.0,1920x1080,42652
P03_102,168.8,50.0,1920x1080,8444
P03_103,1668.32,50.0,1920x1080,83420
P03_104,411.16,50.0,1920x1080,20562
P03_105,205.36,50.0,1920x1080,10272
P03_106,89.02,50.0,1920x1080,4455
P03_107,254.48,50.0,1920x1080,12728
P03_108,42.72,50.0,1920x1080,2140
P03_109,1134.06,50.0,1920x1080,56707
P03_110,18.1,50.0,1920x1080,909
P03_111,74.32,50.0,1920x1080,3720
P03_112,507.96,50.0,1920x1080,25402
P03_113,148.32,50.0,1920x1080,7420
P03_114,27.64,50.0,1920x1080,1386
P03_115,22.22,50.0,1920x1080,1115
P03_116,57.3,50.0,1920x1080,2869
P03_117,722.86,50.0,1920x1080,36147
P03_118,126.12,50.0,1920x1080,6310
P03_119,672.38,50.0,1920x1080,33623
P03_120,814.68,50.0,1920x1080,40738
P03_121,388.34,50.0,1920x1080,19421
P03_122,38.12,50.0,1920x1080,1910
P03_123,319.14,50.0,1920x1080,15961
P04_01,1154.7726,59.9400599400599,1920x1080,69292
P04_02,1437.621833,59.9400599400599,1920x1080,86263
P04_03,801.817683,59.9400599400599,1920x1080,48115
P04_04,858.140617,59.9400599400599,1920x1080,51494
P04_05,2068.700617,59.9400599400599,1920x1080,124128
P04_06,788.254133,59.9400599400599,1920x1080,47301
P04_07,122.956167,59.9400599400599,1920x1080,7383
P04_08,82.6826,59.9400599400599,1920x1080,4967
P04_09,411.377633,59.9400599400599,1920x1080,24689
P04_10,1141.7596,59.9400599400599,1920x1080,68512
P04_11,241.357783,59.9400599400599,1920x1080,14487
P04_12,160.627133,59.9400599400599,1920x1080,9644
P04_13,314.26395,59.9400599400599,1920x1080,18862
P04_14,87.70428299999999,59.9400599400599,1920x1080,5268
P04_15,24.858167,59.9400599400599,1920x1080,1497
P04_16,217.033483,59.9400599400599,1920x1080,13028
P04_17,147.780967,59.9400599400599,1920x1080,8873
P04_18,124.791333,59.9400599400599,1920x1080,7493
P04_19,15.5155,59.9400599400599,1920x1080,937
P04_20,92.14205,59.9400599400599,1920x1080,5535
P04_21,197.14695,59.9400599400599,1920x1080,11835
P04_22,171.3712,59.9400599400599,1920x1080,10288
P04_23,998.64765,59.9400599400599,1920x1080,59925
P04_24,502.05155,59.9400599400599,1920x1080,30129
P04_25,381.514467,59.9400599400599,1920x1080,22897
P04_26,36.88685,59.9400599400599,1920x1080,2219
P04_27,104.821383,59.9400599400599,1920x1080,6295
P04_28,158.491667,59.9400599400599,1920x1080,9516
P04_29,425.408317,59.9400599400599,1920x1080,25531
P04_30,312.695717,59.9400599400599,1920x1080,18768
P04_31,825.4579669999999,59.9400599400599,1920x1080,49533
P04_32,53.536817000000006,59.9400599400599,1920x1080,3218
P04_33,184.100583,59.9400599400599,1920x1080,11052
P04_101,549.48,50.0,1920x1080,27478
P04_102,155.32,50.0,1920x1080,7770
P04_103,67.22,50.0,1920x1080,3365
P04_104,684.7,50.0,1920x1080,34239
P04_105,1882.4,50.0,1920x1080,94124
P04_106,253.3,50.0,1920x1080,12669
P04_107,1483.72,50.0,1920x1080,74190
P04_108,179.64,50.0,1920x1080,8986
P04_109,980.54,50.0,1920x1080,49031
P04_110,722.36,50.0,1920x1080,36122
P04_111,155.08,50.0,1920x1080,7758
P04_112,491.22,50.0,1920x1080,24565
P04_113,1182.46,50.0,1920x1080,59127
P04_114,160.04,50.0,1920x1080,8006
P04_115,258.3,50.0,1920x1080,12919
P04_116,573.64,50.0,1920x1080,28686
P04_117,335.08,50.0,1920x1080,16758
P04_118,148.6,50.0,1920x1080,7434
P04_119,851.02,50.0,1920x1080,42555
P04_120,834.62,50.0,1920x1080,41735
P04_121,1693.22,50.0,1920x1080,84665
P04_122,222.88,50.0,1920x1080,11148
P04_123,1301.32,50.0,1920x1080,65070
P05_01,365.7654,59.9400599400599,1920x1080,21952
P05_02,338.454783,59.9400599400599,1920x1080,20313
P05_03,1033.165467,59.9400599400599,1920x1080,61996
P05_04,388.421367,59.9400599400599,1920x1080,23311
P05_05,155.67218300000002,59.9400599400599,1920x1080,9346
P05_06,310.943967,59.9400599400599,1920x1080,18663
P05_07,801.867733,59.9400599400599,1920x1080,48118
P05_08,1280.596633,59.9400599400599,1920x1080,76842
P05_09,421.104017,59.9400599400599,1920x1080,25272
P06_01,90.44035,59.9400599400599,1920x1080,5432
P06_02,13.947267000000002,59.9400599400599,1920x1080,843
P06_03,686.068717,59.9400599400599,1920x1080,41170
P06_05,1444.278483,59.9400599400599,1920x1080,86663
P06_07,1061.928183,59.9400599400599,1920x1080,63722
P06_08,30.663967,59.9400599400599,1920x1080,1846
P06_09,1344.779083,59.9400599400599,1920x1080,80693
P06_10,242.976067,59.9400599400599,1920x1080,14585
P06_11,76.960217,59.9400599400599,1920x1080,4624
P06_12,193.94375,59.9400599400599,1920x1080,11643
P06_13,240.373467,59.9400599400599,1920x1080,14428
P06_14,100.717283,59.9400599400599,1920x1080,6049
P06_101,1859.1,50.0,1920x1080,92959
P06_102,733.22,50.0,1920x1080,36665
P06_103,839.64,50.0,1920x1080,41986
P06_104,152.42,50.0,1920x1080,7625
P06_105,107.74,50.0,1920x1080,5391
P06_106,172.56,50.0,1920x1080,8632
P06_107,291.28,50.0,1920x1080,14568
P06_108,728.7,50.0,1920x1080,36439
P06_109,38.42,50.0,1920x1080,1925
P06_110,76.32,50.0,1920x1080,3820
P06_111,851.08,50.0,1920x1080,42558
P06_112,100.9,50.0,1920x1080,5049
P06_113,309.34,50.0,1920x1080,15471
P07_01,109.125683,59.9400599400599,1920x1080,6554
P07_02,111.895117,59.9400599400599,1920x1080,6720
P07_03,262.729133,59.9400599400599,1920x1080,15770
P07_04,825.207717,59.9400599400599,1920x1080,49518
P07_05,209.55935,59.9400599400599,1920x1080,12580
P07_06,140.907433,59.9400599400599,1920x1080,8460
P07_07,331.414417,59.9400599400599,1920x1080,19891
P07_08,173.039533,59.9400599400599,1920x1080,10388
P07_09,339.822817,59.9400599400599,1920x1080,20395
P07_10,2060.3773,59.9400599400599,1920x1080,123629
P07_11,223.256367,59.9400599400599,1920x1080,13401
P07_12,236.019117,59.9400599400599,1920x1080,14167
P07_13,60.6606,59.9400599400599,1920x1080,3646
P07_14,257.00675,59.9400599400599,1920x1080,15426
P07_15,113.346567,59.9400599400599,1920x1080,6807
P07_16,163.0629,59.9400599400599,1920x1080,9790
P07_17,132.9328,59.9400599400599,1920x1080,7982
P07_18,40.557183,59.9400599400599,1920x1080,2439
P07_101,481.1,50.0,1920x1080,24059
P07_102,205.2,50.0,1920x1080,10264
P07_103,49.3,50.0,1920x1080,2469
P07_104,96.98,50.0,1920x1080,4853
P07_105,46.56,50.0,1920x1080,2332
P07_106,16.2,50.0,1920x1080,814
P07_107,175.96,50.0,1920x1080,8802
P07_108,306.02,50.0,1920x1080,15305
P07_109,144.72,50.0,1920x1080,7240
P07_110,260.26,50.0,1920x1080,13017
P07_111,130.1,50.0,1920x1080,6509
P07_112,87.34,50.0,1920x1080,4371
P07_113,524.42,50.0,1920x1080,26225
P07_114,184.84,50.0,1920x1080,9246
P07_115,212.4,50.0,1920x1080,10624
P07_116,86.74,50.0,1920x1080,4341
P07_117,373.82,50.0,1920x1080,18695
P08_01,615.448167,59.9400599400599,1920x1080,36933
P08_02,107.423983,59.9400599400599,1920x1080,6451
P08_03,149.966483,59.9400599400599,1920x1080,9004
P08_04,205.221683,59.9400599400599,1920x1080,12319
P08_05,1753.7693329999995,59.9400599400599,1920x1080,105232
P08_06,486.63615,59.9400599400599,1920x1080,29204
P08_07,24.007317,59.9400599400599,1920x1080,1446
P08_08,144.327517,59.9400599400599,1920x1080,8666
P08_09,620.486533,59.9400599400599,1920x1080,37235
P08_10,242.425517,59.9400599400599,1920x1080,14552
P08_11,195.44525,59.9400599400599,1920x1080,11733
P08_12,33.7337,59.9400599400599,1920x1080,2030
P08_13,24.17415,59.9400599400599,1920x1080,1456
P08_14,151.91843300000002,59.9400599400599,1920x1080,9121
P08_15,563.31275,59.9400599400599,1920x1080,33805
P08_16,589.121867,59.9400599400599,1920x1080,35353
P08_17,586.102183,59.9400599400599,1920x1080,35172
P08_18,499.64915,59.9400599400599,1920x1080,29985
P08_19,137.58745,59.9400599400599,1920x1080,8261
P08_20,207.473933,59.9400599400599,1920x1080,12454
P08_21,1406.772683,59.9400599400599,1920x1080,84412
P08_22,129.262467,59.9400599400599,1920x1080,7762
P08_23,1530.796583,59.9400599400599,1920x1080,91854
P08_24,573.806567,59.9400599400599,1920x1080,34434
P08_25,21.6216,59.9400599400599,1920x1080,1303
P08_26,409.242167,59.9400599400599,1920x1080,24561
P08_27,186.13595,59.9400599400599,1920x1080,11174
P08_28,34.117417,59.9400599400599,1920x1080,2053
P09_01,14.230883,59.9400599400599,1920x1080,860
P09_02,369.685983,59.9400599400599,1920x1080,22187
P09_03,146.2461,59.9400599400599,1920x1080,8781
P09_04,102.168733,59.9400599400599,1920x1080,6136
P09_05,267.684083,59.9400599400599,1920x1080,16067
P09_06,403.920183,59.9400599400599,1920x1080,24241
P09_07,55.221833,29.97002997002997,1920x1080,3325
P09_08,126.459667,29.97002997002997,1920x1080,7599
P09_101,458.2,50.0,1920x1080,22914
P09_102,355.98,50.0,1920x1080,17803
P09_103,743.6,50.0,1920x1080,37184
P09_104,553.86,50.0,1920x1080,27697
P09_105,133.8,50.0,1920x1080,6694
P09_106,149.36,50.0,1920x1080,7472
P10_01,912.66175,59.9400599400599,1920x1080,54766
P10_02,1222.707133,59.9400599400599,1920x1080,73368
P10_03,1842.442917,59.9400599400599,1920x1080,110553
P10_04,3359.8755,29.97002997002997,1920x1080,201604
P11_01,181.614767,59.9400599400599,1920x1080,10903
P11_02,36.08605,59.9400599400599,1920x1080,2171
P11_03,136.56976699999998,59.9400599400599,1920x1080,8200
P11_04,288.755133,59.9400599400599,1920x1080,17331
P11_05,1821.436933,59.9400599400599,1920x1080,109292
P11_06,38.38835,59.9400599400599,1920x1080,2309
P11_07,26.5265,59.9400599400599,1920x1080,1598
P11_08,59.7597,59.9400599400599,1920x1080,3592
P11_09,347.213533,59.9400599400599,1920x1080,20839
P11_10,21.354667000000003,59.9400599400599,1920x1080,1287
P11_11,66.332933,59.9400599400599,1920x1080,3986
P11_12,50.033317,59.9400599400599,1920x1080,3008
P11_13,63.129733,59.9400599400599,1920x1080,3794
P11_14,27.460767,59.9400599400599,1920x1080,1654
P11_15,490.573417,59.9400599400599,1920x1080,29440
P11_16,353.870183,59.9400599400599,1920x1080,21238
P11_17,521.454267,59.9400599400599,1920x1080,31293
P11_18,37.921217,59.9400599400599,1920x1080,2281
P11_19,85.318567,59.9400599400599,1920x1080,5125
P11_20,559.559,59.9400599400599,1920x1080,33580
P11_21,30.613917,59.9400599400599,1920x1080,1843
P11_22,235.251683,59.9400599400599,1920x1080,14121
P11_23,62.829433,59.9400599400599,1920x1080,3776
P11_24,83.566817,59.9400599400599,1920x1080,5020
P11_101,184.08,50.0,1920x1080,9208
P11_102,343.52,50.0,1920x1080,17180
P11_103,226.86,50.0,1920x1080,11347
P11_104,861.72,50.0,1920x1080,43090
P11_105,333.66,50.0,1920x1080,16687
P11_106,748.2,50.0,1920x1080,37414
P11_107,125.72,50.0,1920x1080,6290
P11_108,36.36,50.0,1920x1080,1822
P11_109,213.78,50.0,1920x1080,10693
P12_01,411.727983,59.9400599400599,1280x720,24715
P12_02,1853.95275,59.9400599400599,1280x720,111248
P12_03,1465.86505,59.9400599400599,1280x720,87963
P12_04,1912.277683,59.9400599400599,1280x720,114748
P12_05,60.3603,59.9400599400599,1920x1440,3640
P12_06,170.053217,59.9400599400599,1920x1440,10221
P12_07,784.5838,59.9400599400599,1920x1080,47081
P12_08,222.3221,59.9400599400599,1920x1080,13345
P12_101,2045.86,50.0,1920x1080,102297
P12_102,1190.28,50.0,1920x1080,59518
P12_103,640.92,50.0,1920x1080,32050
P12_104,1136.8,50.0,1920x1080,56844
P12_105,319.62,50.0,1920x1080,15985
P13_01,553.920033,59.9400599400599,1920x1080,33241
P13_02,69.152417,59.9400599400599,1920x1080,4155
P13_03,350.233217,59.9400599400599,1920x1080,21020
P13_04,248.09785,59.9400599400599,1920x1080,14892
P13_05,397.814083,59.9400599400599,1920x1080,23875
P13_06,111.394617,59.9400599400599,1920x1080,6690
P13_07,162.162,59.9400599400599,1920x1080,9736
P13_08,2465.1133,59.9400599400599,1920x1080,147913
P13_09,540.957083,59.9400599400599,1920x1080,32463
P13_10,176.62645,59.9400599400599,1920x1080,10604
P14_01,104.3042,59.9400599400599,1920x1080,6264
P14_02,32.28225,59.9400599400599,1920x1080,1943
P14_03,20.003317000000003,59.9400599400599,1920x1080,1206
P14_04,140.79065,59.9400599400599,1920x1080,8453
P14_05,71.15441700000001,59.9400599400599,1920x1080,4275
P14_06,64.54781700000001,59.9400599400599,1920x1080,3879
P14_07,90.273517,59.9400599400599,1920x1080,5422
P14_08,398.030967,59.9400599400599,1920x1080,23888
